date,power_consumption
1/2/2017 14:00,28672.40506
1/2/2017 14:10,28502.27848
1/2/2017 14:20,28684.55696
1/2/2017 14:30,28617.72152
1/2/2017 14:40,28635.94937
1/2/2017 14:50,28556.96203
1/2/2017 15:00,28721.01266
1/2/2017 15:10,28696.70886
1/2/2017 15:20,29049.11392
1/2/2017 15:30,29255.6962
1/2/2017 15:40,29012.65823
1/2/2017 15:50,29091.64557
1/2/2017 16:00,29030.88608
1/2/2017 16:10,29267.8481
1/2/2017 16:20,29480.50633
1/2/2017 16:30,30161.01266
1/2/2017 16:40,31011.64557
1/2/2017 16:50,31029.87342
1/2/2017 17:00,32390.88608
1/2/2017 17:10,33685.06329
1/2/2017 17:20,35659.74684
1/2/2017 17:30,38187.34177
1/2/2017 17:40,40648.10127
1/2/2017 17:50,41565.56962
1/2/2017 18:00,41644.55696
1/2/2017 18:10,41814.68354
1/2/2017 18:20,41766.07595
1/2/2017 18:30,41753.92405
1/2/2017 18:40,41808.60759
1/2/2017 18:50,41699.24051
1/2/2017 19:00,41280.0
1/2/2017 19:10,41583.79747
1/2/2017 19:20,41851.13924
1/2/2017 19:30,41608.10127
1/2/2017 19:40,41395.44304
1/2/2017 19:50,41273.92405
1/2/2017 20:00,40939.74684
1/2/2017 20:10,41249.62025
1/2/2017 20:20,41316.4557
1/2/2017 20:30,41182.78481
1/2/2017 20:40,41061.26582
1/2/2017 20:50,40830.37975
1/2/2017 21:00,40830.37975
1/2/2017 21:10,40356.4557
1/2/2017 21:20,39797.46835
1/2/2017 21:30,39116.96203
1/2/2017 21:40,38564.05063
1/2/2017 21:50,38102.27848
1/2/2017 22:00,37792.40506
1/2/2017 22:10,37117.97468
1/2/2017 22:20,36218.73418
1/2/2017 22:30,35191.89873
1/2/2017 22:40,34754.43038
1/2/2017 22:50,33909.87342
1/2/2017 23:00,32785.82278
1/2/2017 23:10,31916.96203
1/2/2017 23:20,30252.1519
1/2/2017 23:30,29346.83544
1/2/2017 23:40,28593.41772
1/2/2017 23:50,27779.24051
1/3/2017 0:00,26661.26582
1/3/2017 0:10,26150.88608
1/3/2017 0:20,25433.92405
1/3/2017 0:30,24947.8481
1/3/2017 0:40,24540.75949
1/3/2017 0:50,23884.55696
1/3/2017 1:00,23422.78481
1/3/2017 1:10,23222.27848
1/3/2017 1:20,22766.58228
1/3/2017 1:30,22365.56962
1/3/2017 1:40,22098.22785
1/3/2017 1:50,21946.32911
1/3/2017 2:00,21691.13924
1/3/2017 2:10,21575.6962
1/3/2017 2:20,21502.78481
1/3/2017 2:30,21332.65823
1/3/2017 2:40,21059.24051
1/3/2017 2:50,21065.31646
1/3/2017 3:00,20980.25316
1/3/2017 3:10,20931.64557
1/3/2017 3:20,20658.22785
1/3/2017 3:30,20226.83544
1/3/2017 3:40,20220.75949
1/3/2017 3:50,20330.12658
1/3/2017 4:00,20202.53165
1/3/2017 4:10,19989.87342
1/3/2017 4:20,19989.87342
1/3/2017 4:30,20087.08861
1/3/2017 4:40,20129.62025
1/3/2017 4:50,20299.74684
1/3/2017 5:00,20390.88608
1/3/2017 5:10,20500.25316
1/3/2017 5:20,20755.44304
1/3/2017 5:30,20986.32911
1/3/2017 5:40,21454.17722
1/3/2017 5:50,22122.53165
1/3/2017 6:00,22954.93671
1/3/2017 6:10,23605.06329
1/3/2017 6:20,24255.18987
1/3/2017 6:30,24656.20253
1/3/2017 6:40,24552.91139
1/3/2017 6:50,24607.59494
1/3/2017 7:00,24534.68354
1/3/2017 7:10,24662.27848
1/3/2017 7:20,24534.68354
1/3/2017 7:30,24151.89873
1/3/2017 7:40,23811.64557
1/3/2017 7:50,23532.1519
1/3/2017 8:00,23884.55696
1/3/2017 8:10,24522.53165
1/3/2017 8:20,24874.93671
1/3/2017 8:30,25251.64557
1/3/2017 8:40,25871.39241
1/3/2017 8:50,26466.83544
1/3/2017 9:00,27135.18987
1/3/2017 9:10,27997.97468
1/3/2017 9:20,28107.34177
1/3/2017 9:30,28417.21519
1/3/2017 9:40,29085.56962
1/3/2017 9:50,29383.29114
1/3/2017 10:00,30057.72152
1/3/2017 10:10,30756.4557
1/3/2017 10:20,30932.65823
1/3/2017 10:30,31272.91139
1/3/2017 10:40,31844.05063
1/3/2017 10:50,32281.51899
1/3/2017 11:00,32749.36709
1/3/2017 11:10,32974.17722
1/3/2017 11:20,33004.55696
1/3/2017 11:30,33217.21519
1/3/2017 11:40,33332.65823
1/3/2017 11:50,33113.92405
1/3/2017 12:00,33168.60759
1/3/2017 12:10,33751.89873
1/3/2017 12:20,34019.24051
1/3/2017 12:30,34116.4557
1/3/2017 12:40,34468.86076
1/3/2017 12:50,34468.86076
1/3/2017 13:00,34341.26582
1/3/2017 13:10,33964.55696
1/3/2017 13:20,33502.78481
1/3/2017 13:30,33302.27848
1/3/2017 13:40,33356.96203
1/3/2017 13:50,33271.89873
1/3/2017 14:00,32627.8481
1/3/2017 14:10,32694.68354
1/3/2017 14:20,32366.58228
1/3/2017 14:30,32269.36709
1/3/2017 14:40,32293.67089
1/3/2017 14:50,32208.60759
1/3/2017 15:00,32251.13924
1/3/2017 15:10,32567.08861
1/3/2017 15:20,32366.58228
1/3/2017 15:30,32336.20253
1/3/2017 15:40,32257.21519
1/3/2017 15:50,31983.79747
1/3/2017 16:00,31777.21519
1/3/2017 16:10,31874.43038
1/3/2017 16:20,31740.75949
1/3/2017 16:30,32196.4557
1/3/2017 16:40,32263.29114
1/3/2017 16:50,32688.60759
1/3/2017 17:00,33241.51899
1/3/2017 17:10,34669.36709
1/3/2017 17:20,36200.50633
1/3/2017 17:30,39062.27848
1/3/2017 17:40,41486.58228
1/3/2017 17:50,42312.91139
1/3/2017 18:00,42495.18987
1/3/2017 18:10,42750.37975
1/3/2017 18:20,42871.89873
1/3/2017 18:30,42993.41772
1/3/2017 18:40,42823.29114
1/3/2017 18:50,42677.46835
1/3/2017 19:00,42434.43038
1/3/2017 19:10,42671.39241
1/3/2017 19:20,42720.0
1/3/2017 19:30,42689.62025
1/3/2017 19:40,42476.96203
1/3/2017 19:50,42288.60759
1/3/2017 20:00,41960.50633
1/3/2017 20:10,42416.20253
1/3/2017 20:20,42519.49367
1/3/2017 20:30,42318.98734
1/3/2017 20:40,42221.77215
1/3/2017 20:50,42033.41772
1/3/2017 21:00,41571.64557
1/3/2017 21:10,40970.12658
1/3/2017 21:20,40490.12658
1/3/2017 21:30,39870.37975
1/3/2017 21:40,39347.8481
1/3/2017 21:50,38916.4557
1/3/2017 22:00,37962.53165
1/3/2017 22:10,37300.25316
1/3/2017 22:20,36565.06329
1/3/2017 22:30,35750.88608
1/3/2017 22:40,34535.6962
1/3/2017 22:50,33654.68354
1/3/2017 23:00,32457.72152
1/3/2017 23:10,31686.07595
1/3/2017 23:20,30847.59494
1/3/2017 23:30,30063.79747
1/3/2017 23:40,29298.22785
1/3/2017 23:50,28550.88608
1/4/2017 0:00,27657.72152
1/4/2017 0:10,27153.41772
1/4/2017 0:20,26442.53165
1/4/2017 0:30,26053.67089
1/4/2017 0:40,25525.06329
1/4/2017 0:50,24795.94937
1/4/2017 1:00,23975.6962
1/4/2017 1:10,23562.53165
1/4/2017 1:20,23179.74684
1/4/2017 1:30,23076.4557
1/4/2017 1:40,22918.48101
1/4/2017 1:50,22772.65823
1/4/2017 2:00,22450.63291
1/4/2017 2:10,22237.97468
1/4/2017 2:20,22086.07595
1/4/2017 2:30,21751.89873
1/4/2017 2:40,21770.12658
1/4/2017 2:50,21745.82278
1/4/2017 3:00,21569.62025
1/4/2017 3:10,21393.41772
1/4/2017 3:20,21229.36709
1/4/2017 3:30,21113.92405
1/4/2017 3:40,21363.03797
1/4/2017 3:50,21308.35443
1/4/2017 4:00,21120.0
1/4/2017 4:10,21053.16456
1/4/2017 4:20,20378.73418
1/4/2017 4:30,19479.49367
1/4/2017 4:40,19746.83544
1/4/2017 4:50,19661.77215
1/4/2017 5:00,19746.83544
1/4/2017 5:10,20087.08861
1/4/2017 5:20,21533.16456
1/4/2017 5:30,21818.73418
1/4/2017 5:40,22049.62025
1/4/2017 5:50,22869.87342
1/4/2017 6:00,23696.20253
1/4/2017 6:10,23878.48101
1/4/2017 6:20,24309.87342
1/4/2017 6:30,24346.32911
1/4/2017 6:40,24716.96203
1/4/2017 6:50,24716.96203
1/4/2017 7:00,24972.1519
1/4/2017 7:10,24911.39241
1/4/2017 7:20,24443.5443
1/4/2017 7:30,24030.37975
1/4/2017 7:40,23763.03797
1/4/2017 7:50,23605.06329
1/4/2017 8:00,24066.83544
1/4/2017 8:10,24637.97468
1/4/2017 8:20,24990.37975
1/4/2017 8:30,25482.53165
1/4/2017 8:40,26041.51899
1/4/2017 8:50,26472.91139
1/4/2017 9:00,26849.62025
1/4/2017 9:10,27706.32911
1/4/2017 9:20,28441.51899
1/4/2017 9:30,28891.13924
1/4/2017 9:40,29122.02532
1/4/2017 9:50,28599.49367
1/4/2017 10:00,29122.02532
1/4/2017 10:10,29134.17722
1/4/2017 10:20,29899.74684
1/4/2017 10:30,30507.34177
1/4/2017 10:40,30932.65823
1/4/2017 10:50,31266.83544
1/4/2017 11:00,31485.56962
1/4/2017 11:10,31777.21519
1/4/2017 11:20,32111.39241
1/4/2017 11:30,32615.6962
1/4/2017 11:40,34444.55696
1/4/2017 11:50,34438.48101
1/4/2017 12:00,33873.41772
1/4/2017 12:10,33988.86076
1/4/2017 12:20,34158.98734
1/4/2017 12:30,34444.55696
1/4/2017 12:40,34256.20253
1/4/2017 12:50,34116.4557
1/4/2017 13:00,33855.18987
1/4/2017 13:10,33703.29114
1/4/2017 13:20,33593.92405
1/4/2017 13:30,33180.75949
1/4/2017 13:40,32870.88608
1/4/2017 13:50,32810.12658
1/4/2017 14:00,32676.4557
1/4/2017 14:10,32433.41772
1/4/2017 14:20,32342.27848
1/4/2017 14:30,32506.32911
1/4/2017 14:40,32706.83544
1/4/2017 14:50,32488.10127
1/4/2017 15:00,32475.94937
1/4/2017 15:10,32591.39241
1/4/2017 15:20,32336.20253
1/4/2017 15:30,32220.75949
1/4/2017 15:40,32293.67089
1/4/2017 15:50,31983.79747
1/4/2017 16:00,31552.40506
1/4/2017 16:10,31406.58228
1/4/2017 16:20,31613.16456
1/4/2017 16:30,31692.1519
1/4/2017 16:40,31752.91139
1/4/2017 16:50,31673.92405
1/4/2017 17:00,32166.07595
1/4/2017 17:10,33277.97468
1/4/2017 17:20,35513.92405
1/4/2017 17:30,38339.24051
1/4/2017 17:40,41182.78481
1/4/2017 17:50,42179.24051
1/4/2017 18:00,42938.73418
1/4/2017 18:10,43309.36709
1/4/2017 18:20,43485.56962
1/4/2017 18:30,43133.16456
1/4/2017 18:40,43242.53165
1/4/2017 18:50,43187.8481
1/4/2017 19:00,43163.5443
1/4/2017 19:10,43145.31646
1/4/2017 19:20,43388.35443
1/4/2017 19:30,42592.40506
1/4/2017 19:40,42203.5443
1/4/2017 19:50,42397.97468
1/4/2017 20:00,42197.46835
1/4/2017 20:10,42501.26582
1/4/2017 20:20,42774.68354
1/4/2017 20:30,42653.16456
1/4/2017 20:40,42337.21519
1/4/2017 20:50,41832.91139
1/4/2017 21:00,41456.20253
1/4/2017 21:10,41055.18987
1/4/2017 21:20,40721.01266
1/4/2017 21:30,40210.63291
1/4/2017 21:40,39293.16456
1/4/2017 21:50,38624.81013
1/4/2017 22:00,38357.46835
1/4/2017 22:10,37531.13924
1/4/2017 22:20,37026.83544
1/4/2017 22:30,36188.35443
1/4/2017 22:40,35064.3038
1/4/2017 22:50,34323.03797
1/4/2017 23:00,33302.27848
1/4/2017 23:10,32342.27848
1/4/2017 23:20,31339.74684
1/4/2017 23:30,30343.29114
1/4/2017 23:40,29595.94937
1/4/2017 23:50,28708.86076
1/5/2017 0:00,27663.79747
1/5/2017 0:10,26715.94937
1/5/2017 0:20,26205.56962
1/5/2017 0:30,25622.27848
1/5/2017 0:40,25130.12658
1/5/2017 0:50,24540.75949
1/5/2017 1:00,24121.51899
1/5/2017 1:10,23811.64557
1/5/2017 1:20,23398.48101
1/5/2017 1:30,23021.77215
1/5/2017 1:40,21745.82278
1/5/2017 1:50,21253.67089
1/5/2017 2:00,20937.72152
1/5/2017 2:10,21435.94937
1/5/2017 2:20,21994.93671
1/5/2017 2:30,21757.97468
1/5/2017 2:40,21502.78481
1/5/2017 2:50,21393.41772
1/5/2017 3:00,21302.27848
1/5/2017 3:10,21356.96203
1/5/2017 3:20,21022.78481
1/5/2017 3:30,21010.63291
1/5/2017 3:40,20870.88608
1/5/2017 3:50,20889.11392
1/5/2017 4:00,20876.96203
1/5/2017 4:10,20846.58228
1/5/2017 4:20,20737.21519
1/5/2017 4:30,20834.43038
1/5/2017 4:40,20949.87342
1/5/2017 4:50,20943.79747
1/5/2017 5:00,21144.3038
1/5/2017 5:10,21247.59494
1/5/2017 5:20,21442.02532
1/5/2017 5:30,21557.46835
1/5/2017 5:40,21922.02532
1/5/2017 5:50,22402.02532
1/5/2017 6:00,23179.74684
1/5/2017 6:10,23598.98734
1/5/2017 6:20,23750.88608
1/5/2017 6:30,24224.81013
1/5/2017 6:40,24583.29114
1/5/2017 6:50,24613.67089
1/5/2017 7:00,24431.39241
1/5/2017 7:10,24771.64557
1/5/2017 7:20,24328.10127
1/5/2017 7:30,24419.24051
1/5/2017 7:40,24103.29114
1/5/2017 7:50,23817.72152
1/5/2017 8:00,24121.51899
1/5/2017 8:10,24558.98734
1/5/2017 8:20,25312.40506
1/5/2017 8:30,25725.56962
1/5/2017 8:40,26053.67089
1/5/2017 8:50,26223.79747
1/5/2017 9:00,27153.41772
1/5/2017 9:10,27572.65823
1/5/2017 9:20,28064.81013
1/5/2017 9:30,29000.50633
1/5/2017 9:40,29194.93671
1/5/2017 9:50,29474.43038
1/5/2017 10:00,29589.87342
1/5/2017 10:10,29766.07595
1/5/2017 10:20,30416.20253
1/5/2017 10:30,31218.22785
1/5/2017 10:40,31552.40506
1/5/2017 10:50,31904.81013
1/5/2017 11:00,31989.87342
1/5/2017 11:10,32293.67089
1/5/2017 11:20,32494.17722
1/5/2017 11:30,32773.67089
1/5/2017 11:40,32907.34177
1/5/2017 11:50,32791.89873
1/5/2017 12:00,32682.53165
1/5/2017 12:10,33144.3038
1/5/2017 12:20,33642.53165
1/5/2017 12:30,33770.12658
1/5/2017 12:40,33417.72152
1/5/2017 12:50,33618.22785
1/5/2017 13:00,33514.93671
1/5/2017 13:10,33903.79747
1/5/2017 13:20,33691.13924
1/5/2017 13:30,33593.92405
1/5/2017 13:40,33575.6962
1/5/2017 13:50,33211.13924
1/5/2017 14:00,33022.78481
1/5/2017 14:10,33016.70886
1/5/2017 14:20,32822.27848
1/5/2017 14:30,32554.93671
1/5/2017 14:40,32457.72152
1/5/2017 14:50,32299.74684
1/5/2017 15:00,32135.6962
1/5/2017 15:10,32208.60759
1/5/2017 15:20,31929.11392
1/5/2017 15:30,31801.51899
1/5/2017 15:40,32020.25316
1/5/2017 15:50,31862.27848
1/5/2017 16:00,31661.77215
1/5/2017 16:10,31692.1519
1/5/2017 16:20,31649.62025
1/5/2017 16:30,31418.73418
1/5/2017 16:40,31740.75949
1/5/2017 16:50,32117.46835
1/5/2017 17:00,32463.79747
1/5/2017 17:10,33612.1519
1/5/2017 17:20,35775.18987
1/5/2017 17:30,38813.16456
1/5/2017 17:40,41140.25316
1/5/2017 17:50,42580.25316
1/5/2017 18:00,43248.60759
1/5/2017 18:10,43333.67089
1/5/2017 18:20,43661.77215
1/5/2017 18:30,43831.89873
1/5/2017 18:40,43716.4557
1/5/2017 18:50,43643.5443
1/5/2017 19:00,43704.3038
1/5/2017 19:10,43710.37975
1/5/2017 19:20,43819.74684
1/5/2017 19:30,43236.4557
1/5/2017 19:40,43072.40506
1/5/2017 19:50,42829.36709
1/5/2017 20:00,42914.43038
1/5/2017 20:10,43048.10127
1/5/2017 20:20,43187.8481
1/5/2017 20:30,43102.78481
1/5/2017 20:40,42890.12658
1/5/2017 20:50,42586.32911
1/5/2017 21:00,41924.05063
1/5/2017 21:10,41577.72152
1/5/2017 21:20,41134.17722
1/5/2017 21:30,40253.16456
1/5/2017 21:40,39366.07595
1/5/2017 21:50,39110.88608
1/5/2017 22:00,38321.01266
1/5/2017 22:10,37974.68354
1/5/2017 22:20,37269.87342
1/5/2017 22:30,36583.29114
1/5/2017 22:40,35969.62025
1/5/2017 22:50,35179.74684
1/5/2017 23:00,34177.21519
1/5/2017 23:10,33271.89873
1/5/2017 23:20,32427.34177
1/5/2017 23:30,31394.43038
1/5/2017 23:40,30422.27848
1/5/2017 23:50,29571.64557
1/6/2017 0:00,28623.79747
1/6/2017 0:10,28149.87342
1/6/2017 0:20,27578.73418
1/6/2017 0:30,26873.92405
1/6/2017 0:40,26102.27848
1/6/2017 0:50,25707.34177
1/6/2017 1:00,25045.06329
1/6/2017 1:10,24370.63291
1/6/2017 1:20,24078.98734
1/6/2017 1:30,23653.67089
1/6/2017 1:40,23544.3038
1/6/2017 1:50,23118.98734
1/6/2017 2:00,23052.1519
1/6/2017 2:10,22663.29114
1/6/2017 2:20,22231.89873
1/6/2017 2:30,21994.93671
1/6/2017 2:40,21836.96203
1/6/2017 2:50,21970.63291
1/6/2017 3:00,21988.86076
1/6/2017 3:10,22013.16456
1/6/2017 3:20,21788.35443
1/6/2017 3:30,21830.88608
1/6/2017 3:40,21678.98734
1/6/2017 3:50,21867.34177
1/6/2017 4:00,21727.59494
1/6/2017 4:10,21496.70886
1/6/2017 4:20,21472.40506
1/6/2017 4:30,21302.27848
1/6/2017 4:40,21241.51899
1/6/2017 4:50,21478.48101
1/6/2017 5:00,21545.31646
1/6/2017 5:10,21606.07595
1/6/2017 5:20,21745.82278
1/6/2017 5:30,21946.32911
1/6/2017 5:40,22268.35443
1/6/2017 5:50,22815.18987
1/6/2017 6:00,23580.75949
1/6/2017 6:10,23659.74684
1/6/2017 6:20,23708.35443
1/6/2017 6:30,23872.40506
1/6/2017 6:40,24188.35443
1/6/2017 6:50,24236.96203
1/6/2017 7:00,23848.10127
1/6/2017 7:10,23854.17722
1/6/2017 7:20,24054.68354
1/6/2017 7:30,23902.78481
1/6/2017 7:40,23331.64557
1/6/2017 7:50,22687.59494
1/6/2017 8:00,23088.60759
1/6/2017 8:10,24115.44304
1/6/2017 8:20,24686.58228
1/6/2017 8:30,25306.32911
1/6/2017 8:40,25841.01266
1/6/2017 8:50,26327.08861
1/6/2017 9:00,26995.44304
1/6/2017 9:10,27372.1519
1/6/2017 9:20,28046.58228
1/6/2017 9:30,28550.88608
1/6/2017 9:40,29103.79747
1/6/2017 9:50,29456.20253
1/6/2017 10:00,29796.4557
1/6/2017 10:10,30483.03797
1/6/2017 10:20,31224.3038
1/6/2017 10:30,31850.12658
1/6/2017 10:40,32147.8481
1/6/2017 10:50,32682.53165
1/6/2017 11:00,32925.56962
1/6/2017 11:10,33192.91139
1/6/2017 11:20,33271.89873
1/6/2017 11:30,33332.65823
1/6/2017 11:40,33454.17722
1/6/2017 11:50,33405.56962
1/6/2017 12:00,32943.79747
1/6/2017 12:10,32737.21519
1/6/2017 12:20,32482.02532
1/6/2017 12:30,31880.50633
1/6/2017 12:40,31831.89873
1/6/2017 12:50,31813.67089
1/6/2017 13:00,31880.50633
1/6/2017 13:10,32409.11392
1/6/2017 13:20,33022.78481
1/6/2017 13:30,32913.41772
1/6/2017 13:40,32706.83544
1/6/2017 13:50,32567.08861
1/6/2017 14:00,32251.13924
1/6/2017 14:10,32530.63291
1/6/2017 14:20,32305.82278
1/6/2017 14:30,31795.44304
1/6/2017 14:40,32062.78481
1/6/2017 14:50,32050.63291
1/6/2017 15:00,32056.70886
1/6/2017 15:10,31758.98734
1/6/2017 15:20,31473.41772
1/6/2017 15:30,31528.10127
1/6/2017 15:40,31491.64557
1/6/2017 15:50,31084.55696
1/6/2017 16:00,31272.91139
1/6/2017 16:10,31528.10127
1/6/2017 16:20,31406.58228
1/6/2017 16:30,31807.59494
1/6/2017 16:40,32232.91139
1/6/2017 16:50,32348.35443
